N,turnout,votes,district
1018,423,138,74098
397,251,120,74099
465,200,79,74100
1558,809,268,74101
1853,896,245,74102
2661,1365,520,74103
1961,1074,390,74104
2609,1410,468,74105
1595,730,217,74106
631,287,99,74107
128,74,33,74108
497,216,87,74109
244,187,58,74110
247,140,71,74111
2006,985,360,74112
1536,747,283,74113
1148,639,252,74114
1397,848,313,74115
798,414,145,74116
201,97,42,74117
365,139,37,74118
1386,710,248,74119
942,581,218,74120
1382,643,200,74121
1005,356,177,74122
2810,1113,303,74123
1263,703,194,74124
1916,992,273,74125
2963,1605,403,74126
1383,937,459,74127
2358,1382,492,74128
1407,678,283,74129
201,137,53,74130
1407,517,189,74131
2731,1472,433,74132
1197,632,184,74133
2402,1350,436,74134
571,303,104,74135
247,196,77,74136
246,122,32,74137
94,75,36,74138
1499,597,202,74139
939,463,184,74140
1368,692,194,74141
452,194,114,74142
565,267,87,74143
1640,719,189,74144
2473,1377,414,74145
167,80,20,74146
697,368,200,74147
142,93,37,74148
588,301,120,74149
280,140,66,74150
2381,1442,470,74151
183,102,48,74152
1500,766,233,74153
948,491,284,74154
614,286,85,74155
1716,898,302,74156
766,327,146,74157
1076,573,208,74158
1540,764,237,74159
1684,495,152,74160
1536,704,214,74161
529,281,102,74162
676,400,110,74163
507,236,80,74164
2016,1099,390,74165
246,136,51,74166
1213,512,163,74167
1407,722,224,74168
122,97,39,74169
748,353,125,74170
2767,1335,525,74171
2743,1393,532,74172
2526,1225,376,74173
1089,661,179,74174
1061,522,183,74175
135,130,31,74176
1444,697,217,74177
1045,553,196,74178
1203,697,307,74179
2868,1146,469,74180
2105,820,213,74181
1211,514,132,74182
1830,1018,377,74183
1914,785,237,74184
2101,1016,268,74185
2705,1171,323,74186
1921,1027,354,74187
227,76,34,74188
1778,1004,318,74189
282,135,55,74190
2330,994,324,74191
1962,919,223,74192
2292,1047,277,74193
2294,1344,358,74194
2005,953,260,74195
2681,1282,402,74196
1921,1005,423,74197
369,226,109,74198
2174,1145,316,74199
690,340,148,74200
119,75,30,74201
771,378,103,74202
1476,544,159,74203
1979,969,242,74204
485,220,72,74205
445,228,63,74206
288,161,71,74207
1302,553,210,74208
144,87,36,74209
603,315,126,74210
2257,1272,340,74211
1043,513,213,74212
1966,759,357,74213
304,172,69,74214
775,347,122,74215
626,386,129,74216
96,67,31,74217
1059,480,150,74218
264,118,42,74219
1261,683,228,74220
176,92,49,74221
176,89,31,74222
214,93,32,74223
473,250,104,74224
439,357,212,74225
709,306,126,74226
205,100,45,74227
115,65,35,74228
2078,883,245,74229
186,100,53,74230
1781,585,166,74231
2245,1058,266,74232
1913,1014,298,74233
2396,1161,309,74234
2144,892,231,74235
1389,637,181,74236
2605,1379,340,74237
2786,1268,346,74238
2710,1411,369,74239
2061,1105,286,74240
802,282,123,74241
62,49,35,74242
2586,1368,378,74243
1712,880,295,74244
2313,1163,280,74245
2561,1498,378,74246
2655,1162,347,74247
2000,1044,317,74248
267,83,30,74249
2613,1228,295,74250
690,421,153,74251
2362,1192,312,74252
1722,941,334,74253
353,239,163,74254
1147,654,222,74255
493,213,120,74256
962,405,174,74257
154,92,54,74258
463,231,107,74259
2315,1145,320,74260
85,57,25,74261
2667,1156,388,74262
2212,963,418,74263
2148,915,297,74264
341,170,113,74265
2445,1137,306,74266
248,127,64,74267
410,168,75,74268
125,69,18,74269
1722,972,267,74270
164,90,44,74271
374,156,75,74272
480,190,85,74273
2388,1369,382,74274
314,154,49,74275
209,139,53,74276
2050,1126,339,74277
247,85,33,74278
2159,1203,346,74279
2653,1322,412,74280
2148,1096,257,74281
1861,1000,331,74282
2497,1182,358,74283
2838,1075,301,74284
1375,514,164,74285
2171,869,240,74286
1802,909,298,74287
2518,1279,347,74288
2627,1451,442,74289
1214,487,170,74290
2337,1220,301,74291
1422,863,297,74292
2127,1168,312,74293
54,52,21,74294
1106,498,129,74295
1944,828,209,74296
2298,1328,407,74297
2271,1009,291,74298
639,356,106,74299
1979,1198,370,74300
2141,940,275,74301
2115,1163,329,74302
2035,1053,272,74303
1005,545,210,74304
1585,938,341,74305
1835,841,221,74306
367,202,96,74307
1887,913,257,74308
2353,1161,290,74309
218,109,35,74310
2155,788,245,74311
1610,711,219,74312
1361,737,275,74313
2413,1118,371,74314
1768,672,181,74315
1910,946,313,74316
1743,979,384,74317
358,178,73,74318
1218,640,269,74319
1818,937,278,74320
2149,1099,319,74321
1285,699,224,74322
1936,1039,317,74323
1376,800,320,74324
1792,988,350,74325
1199,614,222,74326
197,90,33,74327
1020,476,211,74328
2311,1286,395,74329
1871,1025,332,74330
2027,796,261,74331
309,233,147,74332
617,281,118,74333
78,56,22,74334
1579,863,282,74335
282,228,93,74336
1339,571,199,74337
827,315,123,74338
599,304,134,74339
2799,1444,501,74340
910,394,197,74341
402,155,72,74342
2854,1330,466,74343
253,147,58,74344
2560,1134,431,74345
1599,892,277,74346
260,118,58,74347
688,307,93,74348
2492,1041,381,74349
2539,1175,278,74350
176,115,45,74351
693,456,216,74352
2351,1199,344,74353
429,182,92,74354
235,114,36,74355
2074,1029,259,74356
1693,830,262,74357
104,69,24,74358
279,112,42,74359
2262,1224,349,74360
730,412,108,74361
183,117,42,74362
426,189,65,74363
2493,1233,361,74364
2014,840,239,74365
2752,1204,394,74366
946,396,160,74367
2101,1163,346,74368
147,93,35,74369
2361,1130,346,74370
1573,873,247,74371
2366,1191,336,74372
1886,976,323,74373
559,242,74,74374
1956,1183,344,74375
1784,911,235,74376
2780,1199,392,74377
1893,817,211,74378
197,85,47,74379
2472,1243,498,74380
119,69,37,74381
480,281,153,74382
1713,898,306,74383
919,531,222,74384
1957,921,322,74385
396,186,88,74386
582,280,101,74387
1592,854,264,74388
2129,965,379,74389
2702,1456,489,74390
1910,799,247,74391
756,361,160,74392
2980,1420,441,74393
981,459,164,74394
441,246,151,74395
2768,1342,458,74396
113,110,53,74397
118,80,41,74398
142,82,22,74399
1834,722,263,74400
50,26,16,74401
1667,774,235,74402
499,280,140,74403
107,64,34,74404
339,136,57,74405
456,243,119,74406
896,440,144,74407
51,37,27,74408
573,304,168,74409
574,309,164,74410
426,218,101,74411
2266,1290,364,74412
1009,438,166,74413
2601,1072,491,74414
1205,503,144,74415
2668,1377,442,74416
791,387,144,74417
1353,568,258,74418
686,244,80,74419
2075,1074,289,74420
1135,533,292,74421
2474,1246,434,74422
1725,886,319,74423
1657,760,255,74424
130,82,30,74425
109,68,38,74426
223,107,45,74427
232,118,29,74428
2018,1100,376,74429
2110,949,377,74430
2043,873,289,74431
774,378,132,74432
803,402,148,74433
2313,1062,371,74434
2469,1247,368,74435
1453,711,193,74436
1600,626,221,74437
1278,650,241,74438
680,241,101,74439
1425,538,207,74440
853,450,175,74441
2784,1312,377,74442
766,385,200,74443
546,295,154,74444
833,470,185,74445
38,21,8,74446
815,336,128,74447
548,300,143,74448
2427,1236,324,74449
1668,816,284,74450
705,244,71,74451
133,96,57,74452
1898,967,289,74453
919,440,221,74454
2380,1127,387,74455
147,83,23,74456
775,329,139,74457
358,301,196,74458
418,194,77,74459
2053,1063,343,74460
1863,1044,297,74461
390,248,84,74462
403,232,69,74463
1392,674,172,74464
252,161,81,74465
1178,677,243,74466
93,60,32,74467
2269,1098,303,74468
1968,930,319,74469
1686,1025,315,74470
2660,1260,439,74471
1702,1056,339,74472
427,190,42,74473
1328,579,188,74474
1592,934,303,74475
1878,951,251,74476
142,79,37,74477
654,310,158,74478
523,288,116,74479
2448,1186,305,74480
1716,756,255,74481
1558,901,335,74482
35,30,5,74483
272,149,77,74484
1296,638,211,74485
242,114,58,74486
1837,898,274,74487
1428,689,207,74488
162,70,23,74489
2730,1354,450,74490
577,275,133,74491
311,210,133,74492
887,478,210,74493
2338,1159,396,74494
793,336,98,74495
1294,670,256,74496
1727,851,278,74497
1804,875,260,74498
716,340,150,74499
2653,1286,455,74500
2568,1221,379,74501
2987,1456,587,74502
215,114,55,74503
1038,499,168,74504
734,373,165,74505
2646,1256,393,74506
369,144,64,74507
390,213,74,74508
477,252,93,74509
2459,1299,461,74510
1561,712,265,74511
1687,847,333,74512
1719,934,254,74513
2044,1149,303,74514
1797,915,278,74515
329,213,115,74516
2068,790,340,74517
1576,601,232,74518
562,263,112,74519
1230,619,267,74520
1560,952,290,74521
1688,712,307,74522
196,118,67,74523
313,139,57,74524
1570,637,239,74525
431,266,96,74526
1797,754,256,74527
759,363,167,74528
2334,925,344,74529
1472,1367,767,74530
1265,630,228,74531
2256,1176,400,74532
865,325,123,74533
2596,1028,324,74534
1425,596,254,74535
2473,967,315,74536
249,122,63,74537
221,76,30,74538
1705,779,263,74539
86,59,40,74540
2360,1211,364,74541
422,364,246,74542
978,510,219,74543
822,442,186,74544
1628,949,295,74545
139,68,23,74546
1409,537,223,74547
716,301,119,74548
503,273,127,74549
2190,953,312,74550
238,142,77,74551
335,226,76,74552
1385,779,201,74553
218,98,46,74554
1979,795,240,74555
796,341,150,74556
1217,559,249,74557
746,288,143,74558
2593,1922,1230,74559
1472,701,199,74560
164,124,71,74561
209,93,37,74562
2112,1177,401,74563
1630,757,234,74564
963,524,149,74565
514,290,108,74566
1327,697,203,74567
742,393,119,74568
278,131,34,74569
1725,1094,284,74570
1968,1126,414,74571
56,16,9,74572
1295,731,226,74573
93,47,21,74574
1671,1003,461,74575
2650,1363,531,74576
1539,613,256,74577
1044,589,191,74578
1756,764,279,74579
2265,1204,339,74580
1590,812,230,74581
103,67,46,74582
2003,874,301,74583
1492,872,250,74584
1619,832,277,74585
2584,1206,281,74586
1675,696,266,74587
2519,999,389,74588
2937,1663,542,74589
2331,1020,450,74590
2509,1088,335,74591
1914,998,440,74592
305,256,130,74593
1506,795,259,74594
1610,704,186,74595
2296,956,258,74596
216,131,42,74597
2654,1209,315,74598
216,181,63,74599
819,466,230,74600
2218,1206,279,74601
2066,1248,664,74602
533,235,76,74603
2244,1107,325,74604
452,245,137,74605
1571,744,178,74606
2252,1123,301,74607
1823,1073,334,74608
1239,583,236,74609
2419,1243,433,74610
1449,464,205,74611
2186,992,338,74612
514,277,118,74613
2094,983,334,74614
2410,1302,439,74615
2223,875,334,74616
1969,802,248,74617
812,361,139,74618
428,236,90,74619
1771,937,299,74620
1533,672,218,74621
1178,565,210,74622
1952,792,258,74623
2494,1118,285,74624
100,60,21,74625
1591,619,238,74626
2601,1301,357,74627
2662,1370,510,74628
2089,1016,385,74629
1961,1009,281,74630
1135,614,177,74631
2008,991,307,74632
1305,660,214,74633
829,464,200,74634
1447,734,271,74635
2466,1125,332,74636
2276,1339,386,74637
67,37,34,74638
247,122,63,74639
2681,1322,340,74640
1785,542,215,74641
1321,574,167,74642
367,181,79,74643
687,340,84,74644
473,207,71,74645
2223,1071,330,74646
711,431,123,74647
2227,1071,349,74648
2556,1241,380,74649
266,140,95,74650
1614,992,374,74651
301,114,57,74652
1462,733,268,74653
1997,1215,362,74654
2148,1163,409,74655
2341,1297,374,74656
1157,742,271,74657
2186,1149,337,74658
1525,943,318,74659
1449,867,301,74660
184,77,24,74661
1464,906,317,74662
2363,1268,379,74663
755,252,88,74664
2459,1325,424,74665
302,234,158,74666
1880,932,300,74667
2417,1181,363,74668
422,229,86,74669
242,224,98,74670
2538,1262,435,74671
459,226,97,74672
2331,1285,373,74673
2814,1257,461,74674
2550,905,337,74675
2088,768,304,74676
80,78,26,74677
1245,554,298,74678
670,336,142,74679
2738,1366,526,74680
1826,678,331,74681
106,101,47,74682
502,287,150,74683
1432,667,293,74684
127,64,27,74685
1228,523,211,74686
1525,836,325,74687
1853,870,321,74688
804,350,156,74689
481,257,114,74690
202,97,36,74691
1919,776,245,74692
2406,896,228,74693
714,307,118,74694
94,55,20,74695
158,92,57,74696
419,252,134,74697
145,83,44,74698
1532,849,249,74699
2088,1126,316,74700
2096,1181,336,74701
1219,636,255,74702
192,92,32,74703
462,223,122,74704
1384,628,223,74705
478,296,157,74706
80,56,35,74707
185,130,60,74708
1391,816,272,74709
389,218,84,74710
170,151,60,74711
290,155,63,74712
2621,997,340,74713
1999,1099,375,74714
2239,689,235,74715
74,45,18,74716
2377,1189,415,74717
2209,892,311,74718
1586,817,292,74719
1497,681,299,74720
1608,681,267,74721
2196,995,245,74722
2485,1484,477,74723
1098,502,196,74724
2083,1161,379,74725
2586,1257,419,74726
497,158,47,74727
1731,928,313,74728
2192,1208,286,74729
2184,936,287,74730
305,240,131,74731
45,31,10,74732
1794,928,225,74733
230,165,52,74734
1456,695,272,74735
394,234,78,74736
2392,995,255,74737
416,169,77,74738
2303,1090,280,74739
2606,1395,336,74740
1617,929,325,74741
92,66,34,74742
745,411,168,74743
2555,1358,441,74744
1291,534,170,74745
219,92,37,74746
1445,684,295,74747
2360,1197,351,74748
2560,1023,280,74749
2257,1091,295,74750
1734,753,262,74751
1392,673,287,74752
1301,617,228,74753
1537,883,329,74754
1442,866,347,74755
1593,866,271,74756
102,57,25,74757
1568,814,287,74758
1267,529,171,74759
760,387,143,74760
2050,1130,383,74761
736,355,167,74762
2490,1188,462,74763
979,495,214,74764
2007,932,382,74765
1103,518,220,74766
2003,983,335,74767
1759,847,268,74768
236,88,37,74769
1329,634,239,74770
2356,1462,428,74771
1947,1147,332,74772
742,407,214,74773
195,100,50,74774
539,308,157,74775
326,165,75,74776
250,116,51,74777
728,377,151,74778
767,385,180,74779
624,339,144,74780
486,232,108,74781
474,269,148,74782
695,244,101,74783
1879,741,245,74784
118,57,13,74785
128,73,23,74786
2341,1202,439,74787
1731,1058,324,74788
708,363,177,74789
166,93,45,74790
123,74,32,74791
258,139,81,74792
1047,465,144,74793
109,76,50,74794
2083,967,389,74795
163,101,58,74796
189,101,48,74797
225,117,67,74798
2863,1694,483,74799
192,86,44,74800
908,454,87,74801
1348,557,227,74802
1824,768,230,74803
1533,830,295,74804
877,437,131,74805
565,246,101,74806
1728,764,245,74807
329,165,102,74808
801,412,190,74809
1466,818,285,74810
2471,1061,316,74811
1436,868,293,74812
975,497,228,74813
1460,638,160,74814
2245,1137,358,74815
2300,1170,327,74816
1258,665,200,74817
1224,661,243,74818
279,129,67,74819
1883,834,273,74820
185,181,64,74821
2047,1080,312,74822
1640,825,242,74823
2036,950,246,74824
1932,674,178,74825
190,109,51,74826
1678,831,353,74827
2191,979,302,74828
1750,1032,298,74829
2363,1137,306,74830
2330,1052,289,74831
673,330,129,74832
553,300,153,74833
166,97,43,74834
2476,1319,356,74835
400,230,92,74836
1470,512,146,74837
597,281,99,74838
191,132,62,74839
670,342,130,74840
162,91,39,74841
1949,769,251,74842
2440,1240,326,74843
157,80,28,74844
820,371,116,74845
1903,797,212,74846
435,275,109,74847
272,137,71,74848
1883,884,273,74849
1027,467,176,74850
149,62,38,74851
314,140,72,74852
746,417,193,74853
53,40,14,74854
328,185,68,74855
1060,490,226,74856
654,340,168,74857
189,99,43,74858
232,143,76,74859
82,43,22,74860
1761,641,201,74861
1176,405,106,74862
2538,1219,401,74863
109,30,13,74864
309,141,48,74865
454,228,91,74866
141,100,46,74867
701,394,165,74868
789,311,105,74869
908,356,112,74870
1703,801,272,74871
1962,818,257,74872
1787,1002,319,74873
512,274,157,74874
1236,508,232,74875
602,324,78,74876
531,217,72,74877
2627,1419,410,74878
1665,614,230,74879
2429,962,330,74880
2426,930,275,74881
880,796,444,74882
1970,1006,260,74883
2547,1356,404,74884
1977,1095,368,74885
1938,850,284,74886
2039,663,251,74887
2490,1159,384,74888
1514,568,170,74889
767,352,128,74890
809,375,130,74891
766,367,165,74892
125,80,41,74893
2120,1156,367,74894
85,75,36,74895
1793,790,216,74896
1855,898,279,74897
2206,731,258,74898
2613,1143,438,74899
2312,941,316,74900
2015,1006,286,74901
2413,1345,437,74902
2823,1319,419,74903
2679,1248,422,74904
2337,1027,344,74905
2562,1330,463,74906
221,172,78,74907
1277,535,269,74908
1214,579,231,74909
2773,1565,559,74910
2143,1093,351,74911
1607,837,307,74912
498,308,131,74913
2385,1026,259,74914
2155,1110,293,74915
1802,887,215,74916
2000,907,243,74917
1708,931,324,74918
2594,1091,297,74919
2209,1082,300,74920
2345,1128,295,74921
1686,818,225,74922
2158,978,282,74923
2077,1016,276,74924
1207,733,270,74925
1525,1002,371,74926
237,186,130,74927
2087,1114,437,74928
2531,941,320,74929
428,249,105,74930
209,120,61,74931
404,246,114,74932
2153,844,339,74933
259,183,113,74934
277,225,184,74935
146,133,98,74936
164,112,53,74937
344,191,113,74938
409,222,125,74939
726,445,246,74940
621,242,89,74941
201,116,75,74942
455,302,193,74943
1381,649,266,74944
1865,883,362,74945
116,82,45,74946
161,115,49,74947
634,335,186,74948
285,196,119,74949
219,155,107,74950
496,243,82,74951
322,219,157,74952
509,353,179,74953
398,199,98,74954
289,138,65,74955
213,156,72,74956
215,188,133,74957
367,200,119,74958
1528,762,286,74959
188,132,87,74960
329,190,109,74961
1012,360,110,74962
363,189,113,74963
2214,970,257,74964
1941,724,233,74965
139,116,74,74966
1963,930,381,74967
195,156,100,74968
243,113,49,74969
1808,836,327,74970
152,114,87,74971
167,121,75,74972
138,102,39,74973
125,97,62,74974
473,240,123,74975
1758,806,214,74976
238,143,88,74977
155,86,39,74978
337,223,117,74979
2234,896,263,74980
2188,714,161,74981
170,125,57,74982
1816,600,182,74983
315,195,90,74984
122,62,29,74985
609,372,235,74986
2781,1046,220,74987
1658,723,204,74988
191,145,91,74989
107,70,32,74990
178,140,83,74991
368,204,109,74992
2568,1099,366,74993
1319,615,232,74994
2676,1275,312,74995
602,328,186,74996
268,195,116,74997
571,232,97,74998
2286,868,257,74999
2810,1269,314,75000
1950,1059,257,75001
615,358,225,75002
329,178,43,75003
2011,972,207,75004
245,182,114,75005
2465,1218,339,75006
190,80,17,75007
235,171,84,75008
366,296,169,75009
2000,727,176,75010
324,243,142,75011
188,124,51,75012
2743,1132,234,75013
1086,499,121,75014
2266,1103,299,75015
365,188,85,75016
2002,1254,495,75017
373,321,103,75018
1475,681,256,75019
2834,1431,338,75020
514,337,215,75021
344,242,106,75022
268,161,102,75023
1420,849,489,75024
1396,380,87,75025
166,121,65,75026
465,299,128,75027
1844,935,359,75028
2865,1371,311,75029
971,344,111,75030
1864,700,222,75031
1334,439,156,75032
1295,462,124,75033
2596,1194,294,75034
535,243,111,75035
162,103,46,75036
1537,601,191,75037
2096,1025,251,75038
150,102,66,75039
1081,532,220,75040
593,267,146,75041
2722,1409,409,75042
272,202,97,75043
151,83,52,75044
222,146,72,75045
1395,696,338,75046
1965,870,214,75047
1991,889,336,75048
145,110,55,75049
1572,598,167,75050
134,110,69,75051
558,309,129,75052
161,69,29,75053
468,301,184,75054
414,178,109,75055
2512,1310,309,75056
274,117,64,75057
2514,1263,364,75058
167,93,31,75059
326,262,165,75060
2365,785,265,75061
1915,922,306,75062
343,229,133,75063
365,78,31,75064
1138,521,167,75065
223,154,55,75066
194,119,40,75067
2070,998,308,75068
1529,703,247,75069
1190,451,150,75070
289,227,150,75071
289,274,194,75072
1957,959,251,75073
225,142,51,75074
159,123,73,75075
101,65,36,75076
397,226,122,75077
242,145,81,75078
174,126,91,75079
1940,769,247,75080
116,78,56,75081
349,201,94,75082
234,205,146,75083
2123,1172,240,75084
184,115,60,75085
1767,809,219,75086
280,215,144,75087
1185,417,111,75088
2491,1193,261,75089
1128,609,241,75090
2113,1016,290,75091
1463,774,160,75092
224,181,93,75093
451,361,233,75094
321,170,108,75095
210,151,59,75096
2476,1433,453,75097
59,44,30,75098
2718,1163,383,75099
214,180,102,75100
262,200,131,75101
342,181,92,75102
1874,931,392,75103
65,41,38,75104
313,217,110,75105
1751,814,438,75106
257,191,101,75107
278,208,117,75108
2417,1220,274,75109
2059,990,201,75110
138,74,42,75111
210,128,64,75112
2074,913,262,75113
2129,997,229,75114
2533,1272,326,75115
585,397,205,75116
